,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
3091,126,"SF Schuster, MJ Brand, P Berg, M Gleissenberger?€?",Lithium-ion cell-to-cell variation during battery electric vehicle operation,2015,Journal of Power ?€?,Elsevier,,25.2,25,5,5,Abstract 484 new and 1908 aged lithium-ion cells out of two identical battery electric vehicles (ie 954 cells each) were characterized by capacity and impedance measurements to yield a broad set of data for distribution fit analysis. Results prove alteration from normal to ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3092,125,"AM Gaikwad, BV Khau, G Davies?€?",A high areal capacity flexible lithium?€?ion battery with a strain?€?compliant design,2015,Advanced Energy ?€?,Wiley Online Library,,25,31,4,5,"Early demonstrations of wearable devices have driven interest in flexible lithium?€?ion batteries. Previous demonstrations of flexible lithium?€?ion batteries trade off between low areal capacity, poor mechanical flexibility and/or high thickness of inactive components ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3093,125,"X Feng, X He, M Ouyang, L Lu, P Wu, C Kulp?€?",Thermal runaway propagation model for designing a safer battery pack with 25 Ah LiNixCoyMnzO2 large format lithium ion battery,2015,Applied energy,Elsevier,,25,18,7,5,Thermal runaway (TR) propagation in a large format lithium ion battery pack can cause disastrous consequences and thus deserves study on preventing it. A lumped thermal model that can predict and help prevent TR propagation in a battery module using 25 Ah LiNi x Co ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3094,123,"X Zeng, J Li, L Liu",Solving spent lithium-ion battery problems in China: Opportunities and challenges,2015,Renewable and Sustainable Energy Reviews,Elsevier,,24.6,41,3,5,Consumer electronics (CE) and electric vehicles (EVs) associated with renewable and sustainable energy have been rapidly changing human lifestyles and transportation habits since 1990s. These active innovations have resulted in a large amount of spent lithium-ion ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3095,123,"FA Soto, Y Ma, JM Martinez de la Hoz?€?",Formation and growth mechanisms of solid-electrolyte interphase layers in rechargeable batteries,2015,Chemistry of ?€?,ACS Publications,,24.6,31,4,5,?€? Our first-principles computational studies demonstrate that radical species are responsible for the electron transfer that allows SEI layer growth once its thickness has evolved beyond the electron tunneling regime ?€? Electron Transfer through the SEI Layer ?€?,TRUE,FALSE,FALSE,FALSE,FALSE
3096,121,"A Cordoba-Arenas, S Onori, Y Guezennec?€?",Capacity and power fade cycle-life model for plug-in hybrid electric vehicle lithium-ion battery cells containing blended spinel and layered-oxide positive electrodes,2015,Journal of Power ?€?,Elsevier,,24.2,30,4,5,This paper proposes and validates a semi-empirical cycle-life model for lithium-ion pouch cells containing blended spinel and layered-oxide positive electrodes. For the model development and validation experimental data obtained during an aging campaign is used ?€?,FALSE,FALSE,FALSE,FALSE,TRUE
3097,120,"J Li, Y Hou, X Gao, D Guan, Y Xie, J Chen, C Yuan",A three-dimensionally interconnected carbon nanotube/layered MoS2 nanohybrid network for lithium ion battery anode with superior rate capacity and long-cycle-life,2015,Nano Energy,Elsevier,,24,17,7,5,A three-dimensionally interconnected carbon nanotube/layered MoS 2 nanohybrid network is reported with best-so-far rate capability and outstanding long cycle life as lithium ion battery anode. The monolayer and bilayer MoS 2 ultrathin nanosheets with large surface to ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
3098,120,"W Fang, H Zhao, Y Xie, J Fang, J Xu?€?",Facile Hydrothermal Synthesis of VS2/Graphene Nanocomposites with Superior High-Rate Capability as Lithium-Ion Battery Cathodes,2015,ACS Applied Materials & ?€?,ACS Publications,,24,20,6,5,"In this study, a facile one-pot process for the synthesis of hierarchical VS2/graphene nanosheets (VS2/GNS) composites based on the coincident interaction of VS2 and reduced graphene oxide (rGO) sheets in the presence of cetyltrimethylammonium bromide is ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3099,120,"T Zhou, Y Zheng, H Gao, S Min, S Li, HK Liu?€?",Surface Engineering and Design Strategy for Surface?€?Amorphized TiO2@Graphene Hybrids for High Power Li?€?Ion Battery Electrodes,2015,Advanced ?€?,Wiley Online Library,,24,17,7,5,Surface amorphization provides unprecedented opportunities for altering and tuning material properties. Surface?€?amorphized TiO2@ graphene synthesized using a designed low temperature?€?phase transformation technique exhibits significantly improved rate ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3100,119,"M Naumann, RC Karl, CN Truong, A Jossen?€?",Lithium-ion battery cost analysis in PV-household application,2015,Energy ?€?,researchgate.net,PDF,23.8,24,5,5,"With strongly decreasing prices of battery energy storage systems (BESS) and the stepwise reduction of remuneration for photovoltaic grid feed-in power in Germany,'home storage'battery usage for buffering of surplus PV generation and subsequent self ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3101,118,"A Babapoor, M Azizi, G Karimi",Thermal management of a Li-ion battery using carbon fiber-PCM composites,2015,Applied Thermal Engineering,Elsevier,,23.6,39,3,5,A combination of latent and sensible heat capabilities has made phase change materials (PCMs) very useful in a variety of heat transfer applications. The main purpose of using the phase change material in lithium-ion (Li-ion) battery thermal management systems (BTMs) is ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3102,118,"X Xiao, W Zhou, Y Kim, I Ryu, M Gu?€?",Regulated breathing effect of silicon negative electrode for dramatically enhanced performance of Li?€?Ion battery,2015,Advanced Functional ?€?,Wiley Online Library,,23.6,20,6,5,"?€? performance for realistic applications.26 The SEI layer formed on nanostructured Si is not stable because it has to go through substantial expansion and contraction along with Si during cycling, which likely results in buckling, fracture, and delamination of SEI from the Si surface ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
3103,117,"GP Nayaka, J Manjanna, KV Pai, R Vadavi, SJ Keny?€?",Recovery of valuable metal ions from the spent lithium-ion battery using aqueous mixture of mild organic acids as alternative to mineral acids,2015,Hydrometallurgy,Elsevier,,23.4,20,6,5,"A well characterized cathode material (LiCoO 2) recovered from spent lithium-ion battery is dissolved in aqueous mixture of citric acid (chelating agent) and ascorbic acid (reductant) at 80?? C. The dissolution proceeds with a reductive-complexing mechanism, and complete ?€?",FALSE,TRUE,FALSE,FALSE,FALSE
3104,117,"K Jalkanen, J Karppinen, L Skogstr??m, T Laurila?€?",Cycle aging of commercial NMC/graphite pouch cells at different temperatures,2015,Applied Energy,Elsevier,,23.4,23,5,5,"?€? Capacity fade was related to SEI-layer and at high temperature also to Li plating. ?€? ?€? SEI-layer growth and lithium plating, discovered in cell disassembly, were attributed to be the main mechanisms responsible for capacity loss ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3105,116,"R Zhao, J Liu, J Gu",The effects of electrode thickness on the electrochemical and thermal characteristics of lithium ion battery,2015,Applied Energy,Elsevier,,23.2,39,3,5,"Lithium ion (Li-ion) battery, consisting of multiple electrochemical cells, is a complex system whose high electrochemical and thermal stability is often critical to the well-being and functional capabilities of electric devices. Considering any change in the specifications may ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
3106,116,"X Xu, H Tan, K Xi, S Ding, D Yu, S Cheng, G Yang?€?",Bamboo-like amorphous carbon nanotubes clad in ultrathin nickel oxide nanosheets for lithium-ion battery electrodes with long cycle life,2015,Carbon,Elsevier,,23.2,15,8,5,"In this work, we report the synthesis of one-dimensional (1-D) hierarchical NiO nanosheets covering bamboo-like amorphous CNT composites (NiO@ CNT) via a facile and a low-cost solution route based on sulfonated polymeric nanotubes (PNTs) used simultaneously as ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
3107,115,"T Feng, L Yang, X Zhao, H Zhang, J Qiang",Online identification of lithium-ion battery parameters based on an improved equivalent-circuit model and its implementation on battery state-of-power prediction,2015,Journal of Power Sources,Elsevier,,23,23,5,5,"In battery management system (BMS), equivalent-circuit model (ECM) is commonly used to simulate battery dynamics. However, there always is a contradiction between model simplicity and accuracy. A simple model is usually unable to reflect all the dynamic effects of ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3108,114,"I Laresgoiti, S K??bitz, M Ecker, DU Sauer",Modeling mechanical degradation in lithium ion batteries during cycling: Solid electrolyte interphase fracture,2015,Journal of Power Sources,Elsevier,,22.8,29,4,5,"?€? Fig. 1. a) Particle fracture due to DIS phenomenon, b) SEI fracture, c) Active material and SEI layer system with the main parameters used in the model ?€? Additionally, for mathematical simplicity a homogenous SEI layer was assumed ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3109,113,"Y Fu, S Lu, K Li, C Liu, X Cheng, H Zhang",An experimental study on burning behaviors of 18650 lithium ion batteries using a cone calorimeter,2015,Journal of Power Sources,Elsevier,,22.6,19,6,5,"?€? Their estimate of the maximum energy, liberated by the Joule effect which cannot indeed be related to O 2 consumption, is about 10% of the overall energy of a fully charged Li-ion polymer battery ?€? 2. Brief introduction to format 18650 lithium ion battery ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3110,113,"Y Fu, S Lu, K Li, C Liu, X Cheng, H Zhang",An experimental study on burning behaviors of 18650 lithium ion batteries using a cone calorimeter,2015,Journal of Power Sources,Elsevier,,22.6,19,6,5,"?€? Due to the new SEI layer preventing the electrolyte from continuously reacting with intercalated lithium, there is a minor temperature decrease at approximately 255 ??C. The new SEI layer is formed by intercalated lithium reacting with the electrolyte [15] ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3111,112,JT Warner,"The handbook of lithium-ion battery pack design: chemistry, components, types and terminology",2015,,books.google.com,BOOK,22.4,112,1,5,"The Handbook of Lithium-Ion Battery Pack Design: Chemistry, Components, Types and Terminology offers to the reader a clear and concise explanation of how Li-ion batteries are designed from the perspective of a manager, sales person, product manager or entry level ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3112,110,"X Li, Z Yang, Y Fu, L Qiao, D Li, H Yue, D He",Germanium anode with excellent lithium storage performance in a germanium/lithium?€?cobalt oxide lithium-ion battery,2015,ACS nano,ACS Publications,,22,16,7,5,"Germanium is a highly promising anode material for lithium-ion batteries as a consequence of its large theoretical specific capacity, good electrical conductivity, and fast lithium ion diffusivity. In this work, Co3O4 nanowire array fabricated on nickel foam was designed as a ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
3113,110,"?€?, J Zhang, YJ Zhang, QQ Xiong, YY Tong, Y Li?€?",Porous reduced graphene oxide sheet wrapped silicon composite fabricated by steam etching for lithium-ion battery application,2015,Journal of Power ?€?,Elsevier,,22,16,7,5,A novel of Si/porous reduced graphene oxide (rGO) composite is fabricated by steam etching of Si/rGO aerogel. The rGO sheets with nano-holes build a unique three-dimensional porous network and can encapsulate the Si nanoparticles. The porous structure ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3114,110,"W Kang, Y Tang, W Li, X Yang, H Xue, Q Yang, CS Lee",High interfacial storage capability of porous NiMn 2 O 4/C hierarchical tremella-like nanostructures as the lithium ion battery anode,2015,Nanoscale,pubs.rsc.org,,22,16,7,5,"Porous hierarchical NiMn2O4/C tremella-like nanostructures are obtained through a simple solvothermal and calcination method. As the anode of lithium ion batteries (LIBs), porous NiMn2O4/C nanostructures exhibit a superior specific capacity and an excellent long-term ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
3115,110,"M Ko, S Chae, J Cho",Challenges in accommodating volume change of Si anodes for Li?€?ion batteries,2015,ChemElectroChem,Wiley Online Library,,22,37,3,5,"?€? expansion. This distinctive behavior yields stable SEI formation upon cycling because the continued growth of the SEI layer is restricted owing to the prevention of the morphologic changes in the external surface area. Thus, stable ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3116,109,"W Li, Y Tang, W Kang, Z Zhang, X Yang, Y Zhu?€?",Core?€?Shell Si/C Nanospheres Embedded in Bubble Sheet?€?like Carbon Film with Enhanced Performance as Lithium Ion Battery Anodes,2015,Small,Wiley Online Library,,21.8,16,7,5,"Due to its high theoretical capacity and low lithium insertion voltage plateau, silicon has been considered one of the most promising anodes for high energy and high power density lithium ion batteries (LIBs). However, its rapid capacity degradation, mainly caused by huge ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
3117,109,"J Hwang, C Jo, MG Kim, J Chun, E Lim, S Kim?€?",Mesoporous Ge/GeO2/Carbon Lithium-Ion Battery Anodes with High Capacity and High Reversibility,2015,ACS ?€?,ACS Publications,,21.8,16,7,5,"We report mesoporous composite materials (m-GeO2, m-GeO2/C, and m-Ge-GeO2/C) with large pore size which are synthesized by a simple block copolymer directed self-assembly. m-Ge/GeO2/C shows greatly enhanced Coulombic efficiency, high reversible capacity (1631 ?€?",FALSE,FALSE,FALSE,TRUE,FALSE
3118,109,"C Zhang, X Li, W Chen, GG Yin?€?",Robust and adaptive estimation of state of charge for lithium-ion batteries,2015,IEEE Transactions on ?€?,ieeexplore.ieee.org,,21.8,22,5,5,"?€? Robust and Adaptive Estimation of State of Charge for Lithium-Ion Batteries ?€? For evaluation purposes, a Li-ion battery system of rated capacity 90 Ah is used as a benchmark case for experimental validation. A comprehensive lab testing obtains its nominal parameter values as ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3119,109,"L Bodenes, A Darwiche, L Monconduit?€?",The Solid Electrolyte Interphase a key parameter of the high performance of Sb in sodium-ion batteries: Comparative X-ray Photoelectron Spectroscopy study of Sb/Na ?€?,2015,Journal of Power ?€?,Elsevier,,21.8,27,4,5,"?€? Up to now, there have been limited fundamental explorations on the formation of the SEI layer for Na + storage materials [4], [21], [28] ?€? 4.2.2. Is the SEI layer of the Sb electrode vs Li formulated with the CMC binder in water is similar to that with the PVdF binder in NMP ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
3120,109,"Y Chen, L Liu, J Xiong, T Yang, Y Qin?€?",Porous Si nanowires from cheap metallurgical silicon stabilized by a surface oxide layer for lithium ion batteries,2015,Advanced Functional ?€?,Wiley Online Library,,21.8,18,6,5,"?€? This irreversible capacity loss is mainly related to the formation of the SEI layer as well as the electrochemical reaction of Li ions with SiO 2 oxide layer, which lead to the formation of either Li 2 O, Si, and Li 4 SiO 4 (irreversible products), or Li 2 Si 2 O 5 and Si (reversible ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3121,108,"H Xue, YW Denis, J Qing, X Yang, J Xu, Z Li?€?",Pyrite FeS 2 microspheres wrapped by reduced graphene oxide as high-performance lithium-ion battery anodes,2015,Journal of Materials ?€?,pubs.rsc.org,,21.6,15,7,5,A composite of pyrite FeS2 microspheres wrapped by reduced graphene oxide (FeS2/rGO) has been synthesized by a facile one-step solvothermal method and applied as an anode in lithium ion batteries (LIBs). Impedance measurements and transmission electron microscopy ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
3122,106,"FS Li, YS Wu, J Chou, M Winter, NL Wu",A mechanically robust and highly ion?€?conductive polymer?€?blend coating for high?€?power and long?€?life lithium?€?ion battery anodes,2015,Advanced materials,Wiley Online Library,,21.2,21,5,5,"A mechanically robust and ion?€?conductive polymeric coating containing two polymers, polyethylene glycol tert?€?octylphenyl ether and poly (allyl amine), with four tailored functional groups is developed for graphite and graphite?€?Si composite anodes. The coating, acting as ?€?",FALSE,FALSE,TRUE,FALSE,FALSE
3123,106,"W Weng, Q Sun, Y Zhang, S He, Q Wu?€?",A Gum?€?Like Lithium?€?Ion Battery Based on a Novel Arched Structure,2015,Advanced ?€?,Wiley Online Library,,21.2,18,6,5,Stretchable lithium?€?ion batteries (LIBs) consisting of an arch structure and a stretchable anode and cathode are developed using a general strategy. The LIB maintains a remarkable and stable electrochemical performance after hundreds of stretching cycles at a ?€?,FALSE,TRUE,TRUE,FALSE,FALSE
3124,106,"MA Mun??oz-Ma??rquez, M Zarrabeitia?€?",Composition and Evolution of the Solid-Electrolyte Interphase in Na2Ti3O7 Electrodes for Na-Ion Batteries: XPS and Auger Parameter Analysis,2015,?€? applied materials & ?€?,ACS Publications,,21.2,35,3,5,"Na2Ti3O7 is considered a promising negative electrode for Na-ion batteries; however, poor capacity retention has been reported and the stability of the solid-electrolyte interphase (SEI) could be o...",TRUE,FALSE,FALSE,FALSE,TRUE
3125,105,"J Jaguemont, L Boulon, Y Dub??",Characterization and modeling of a hybrid-electric-vehicle lithium-ion battery pack at low temperatures,2015,IEEE Transactions on ?€?,ieeexplore.ieee.org,,21,35,3,5,"Although lithium-ion batteries have penetrated hybrid electric vehicles (HEVs) and pure electric vehicles (EVs), they suffer from significant power capability losses and reduced energy at low temperatures. To evaluate those losses and to make an efficient design, good ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3126,105,"C Zu, N Azimi, Z Zhang, A Manthiram",Insight into lithium?€?metal anodes in lithium?€?sulfur batteries with a fluorinated ether electrolyte,2015,Journal of Materials Chemistry ?€?,pubs.rsc.org,,21,26,4,5,"?€? The SEI layer is rich in LiF due to the decomposition of the fluorinated electrolyte in the charging process. In addition, the SEI layer with hierarchical chemical compositions is believed to contribute to the inhibition of polysulfide shuttling ?€? The SEI layer faced the diamond window ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3127,105,"D Yan, C Yu, Y Bai, W Zhang, T Chen, B Hu?€?",Sn-doped TiO 2 nanotubes as superior anode materials for sodium ion batteries,2015,Chemical ?€?,pubs.rsc.org,,21,15,7,5,"?€? R i , R f , R ct , Z W and CPE denote the internal resistance of the test battery, resistance of the SEI layer, charge transfer resistance, Warburg impedance and constant phase element, respectively. (h) Rate performance and (i) cycling ability of STNTs-2 at 5 A g ???1 ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3128,104,"H Wang, S Yuan, Z Si, X Zhang",Multi-ring aromatic carbonyl compounds enabling high capacity and stable performance of sodium-organic batteries,2015,Energy & Environmental Science,pubs.rsc.org,,20.8,26,4,5,"?€? The large irreversible capacity loss likely originates from electrolyte decomposition, formation of the SEI layer at the lower potential range, and the irreversible bonding of Na + ions onto the condensed aromatic structures. 37 ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3129,102,"J Liu, N Li, MD Goodman, HG Zhang, ES Epstein?€?",Mechanically and chemically robust sandwich-structured C@ Si@ C nanotube array Li-ion battery anodes,2015,ACS ?€?,ACS Publications,,20.4,17,6,5,"?€? candidate. However, the several-fold volume changes during lithiation and delithiation leads to fractures and continuous formation of an unstable solid-electrolyte interphase (SEI) layer, resulting in rapid capacity decay. Here ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3130,100,"X Ge, Z Li, C Wang, L Yin",Metal?€?Organic Frameworks Derived Porous Core/Shell Structured ZnO/ZnCo2O4/C Hybrids as Anodes for High-Performance Lithium-Ion Battery,2015,ACS applied materials & interfaces,ACS Publications,,20,25,4,5,Metal?€?organic frameworks (MOFs) derived porous core/shell ZnO/ZnCo2O4/C hybrids with ZnO as a core and ZnCo2O4 as a shell are for the first time fabricated by using core/shell ZnCo-MOF precursors as reactant templates. The unique MOFs-derived core/shell ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3131,100,"D Liu, J Zhou, D Pan, Y Peng, X Peng",Lithium-ion battery remaining useful life estimation with an optimized relevance vector machine algorithm with incremental learning,2015,Measurement,Elsevier,,20,20,5,5,"Lithium-ion battery plays a key role in most industrial systems, which is critical to the system availability. It is important to evaluate the performance degradation and estimate the remaining useful life (RUL) for those batteries. With the capability of uncertainty ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3132,99,"A Eddahech, O Briat, JM Vinassa",Performance comparison of four lithium?€?ion battery technologies under calendar aging,2015,Energy,Elsevier,,19.8,33,3,5,This work depicts the calendar aging results of four Li-ion battery technologies. The differences in the chemistry of Li-ion batteries was studied and revealed that cathodes containing manganese are more sensitive to state-of-charge and temperature increase than ?€?,FALSE,TRUE,FALSE,FALSE,FALSE
3133,99,"W Chen, Y Liu, Y Ma, W Yang",Improved performance of lithium ion battery separator enabled by co-electrospinnig polyimide/poly (vinylidene fluoride-co-hexafluoropropylene) and the incorporation ?€?,2015,Journal of Power Sources,Elsevier,,19.8,25,4,5,"Abstract Functionalized TiO 2 (f-TiO 2) was synthesized by the atom transfer radical polymerization process and then three types of composite nanofiber membranes including PI/PVdF-HFP (PI/PH, with no nanoparticles contained in PI), TiO 2@ PI/PVdF-HFP (T ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3134,99,"YJ Zhang, W Wang, H Tang, WQ Bai, X Ge?€?",An ex-situ nitridation route to synthesize Li3N-modified Li anodes for lithium secondary batteries,2015,Journal of Power ?€?,Elsevier,,19.8,17,6,5,"?€? The particle-like lithium deposits are rough and loose due to the non-uniformity of SEI layer ?€? In the view of chemical composition, the SEI layer formed in the first stage is more enriched with inorganic components, while that formed in the second stage with organic component ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3135,97,"M Nie, J Demeaux, BT Young, DR Heskett?€?",Effect of vinylene carbonate and fluoroethylene carbonate on SEI formation on graphitic anodes in Li-ion batteries,2015,Journal of The ?€?,iopscience.iop.org,,19.4,19,5,5,?€? The observation of distinct graphite peaks in higher photon energy HAXPES spectra for the electrodes cycled with electrolyte containing added FEC or VC suggests that the SEI layer is thinner upon incorporation of either FEC or VC ?€?,TRUE,FALSE,TRUE,FALSE,TRUE
3136,97,"XB Cheng, Q Zhang",Dendrite-free lithium metal anodes: stable solid electrolyte interphases for high-efficiency batteries,2015,Journal of Materials Chemistry A,pubs.rsc.org,,19.4,49,2,5,"?€? Inset: the hollow carbon nanosphere structure is preserved after SEI coating. 8, As well as halides, FSI ??? , the ?€?magic anion?€?, can also help to build a unique SEI layer to achieve a remarkably enhanced Coulombic efficiency (ca ?€?",TRUE,FALSE,TRUE,TRUE,FALSE
3137,96,"W Zhang, W Shi, Z Ma",Adaptive unscented Kalman filter based state of energy and power capability estimation approach for lithium-ion battery,2015,Journal of Power Sources,Elsevier,,19.2,32,3,5,"Accurate estimations of battery energy and available power capability are of great of importance for realizing an efficient and reliable operation of electric vehicles. To improve the estimation accuracy and reliability for battery state of energy and power capability, a ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3138,96,"J Jiang, C Zhang",Fundamentals and applications of lithium-ion batteries in electric drive vehicles,2015,,books.google.com,BOOK,19.2,48,2,5,"?€? (Reproduced with permission from Feng Wen, ?€?Study on basic issues of the Li-ion battery pack management technology for Pure Electric Vehicles.?€?, Beijing Jiaotong University ??2009.) Page 20. 4 Fundamentals and Applications of Lithium-ion Batteries in Electric Drive Vehicles ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
3139,95,"X Zheng, H Fang",An integrated unscented Kalman filter and relevance vector regression approach for lithium-ion battery remaining useful life and short-term capacity prediction,2015,Reliability Engineering & System Safety,Elsevier,,19,48,2,5,The gradual decreasing capacity of lithium-ion batteries can serve as a health indicator for tracking the degradation of lithium-ion batteries. It is important to predict the capacity of a lithium-ion battery for future cycles to assess its health condition and remaining useful life ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
3140,91,"L Luo, H Yang, P Yan, JJ Travis, Y Lee, N Liu?€?",Surface-coating regulated lithiation kinetics and degradation in silicon nanowires for lithium ion battery,2015,Acs Nano,ACS Publications,,18.2,13,7,5,Silicon (Si)-based materials hold promise as the next-generation anodes for high-energy lithium (Li)-ion batteries. Enormous research efforts have been undertaken to mitigate the chemo-mechanical failure due to the large volume changes of Si during lithiation and ?€?,FALSE,FALSE,TRUE,FALSE,FALSE
3141,87,"X Zhang, W Qin, D Li, D Yan, B Hu, Z Sun?€?",Metal?€?organic framework derived porous CuO/Cu 2 O composite hollow octahedrons as high performance anode materials for sodium ion batteries,2015,Chemical ?€?,pubs.rsc.org,,17.4,12,7,5,"?€? 3b at a current density of 50 mA g ???1 . The initial CE of ???45% is relatively low, which may be attributed to the formation of a SEI layer on the CHO surface. Remarkably, after several cycles, the CHO electrodes exhibit excellent cyclic stability and their CE remains more than 98 ?€?",TRUE,FALSE,TRUE,FALSE,TRUE
3142,84,"Z Zeng, X Zhang, K Bustillo, K Niu, C Gammer, J Xu?€?",In Situ Study of Lithiation and Delithiation of MoS2 Nanosheets Using Electrochemical Liquid Cell Transmission Electron Microscopy,2015,Nano ?€?,ACS Publications,,16.8,12,7,5,"?€? The SEI layer is composed of LiF nanocrystals distributed within the entire layer with the constituent elements C, O, and F. However, no passivation film was observed on the cathode side of the Ti electrode with MoS 2 nanosheets on it ?€?",TRUE,TRUE,FALSE,FALSE,TRUE
3143,84,"Y Jiao, D Han, L Liu, L Ji, G Guo, J Hu?€?",Highly Ordered Mesoporous Few?€?Layer Graphene Frameworks Enabled by Fe3O4 Nanocrystal Superlattices,2015,Angewandte ?€?,Wiley Online Library,,16.8,12,7,5,"?€? and the formation of solid electrolyte interphase (SEI). 13c The CV curves almost overlap from the second cycle, and is indicative of the formation of a stable SEI layer. In the galvanostatic charge?€?discharge measurements at a ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
3144,83,"E Peled, F Patolsky, D Golodnitsky, K Freedman?€?",Tissue-like silicon nanowires-based three-dimensional anodes for high-capacity lithium ion batteries,2015,Nano ?€?,ACS Publications,,16.6,17,5,5,"?€? life. Notably, it was found that the growth of the continuous SEI layer thickness, and its concomitant increase in resistivity, represents the major reason for the observed capacity loss of the SiNWs-based anodes. Importantly, these ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
3145,81,"C Luo, J Wang, L Suo, J Mao, X Fan?€?",In situ formed carbon bonded and encapsulated selenium composites for Li?€?Se and Na?€?Se batteries,2015,Journal of Materials ?€?,pubs.rsc.org,,16.2,14,6,5,"?€? bonded with carbon. The low coulombic efficiency of the first cycle (65%) is due to the growth of SEI layer. In the second cycle, the coulombic efficiency increases to 94%, indicating a very small amount of newly formed SEI layer ?€?",TRUE,FALSE,FALSE,TRUE,FALSE
3146,81,"KS Eom, J Jung, JT Lee, V Lair, T Joshi, SW Lee, Z Lin?€?",Improved stability of nano-Sn electrode with high-quality nano-SEI formation for lithium ion battery,2015,Nano Energy,Elsevier,,16.2,10,8,5,"?€? On the Nyquist plot, the first feature observed at high frequencies is attributed to the SEI layer and represents the SEI resistance, R SEI . After the first lithiation, the SEI resistances of both cells are similar as 26.3 and 32.1 ?? cm 2 with and without FEC, respectively ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
3147,81,"T Jaumann, J Balach, M Klose, S Oswald?€?","SEI-component formation on sub 5 nm sized silicon nanoparticles in Li-ion batteries: the role of electrode preparation, FEC addition and binders",2015,Physical Chemistry ?€?,pubs.rsc.org,HTML,16.2,16,5,5,"?€? The SEI on silicon typically consists of a complex structure with an upper organic layer (semi-organic lithium carbonates) and a lower inorganic matrix (Li 2 CO 3 , LiF, etc.) ?€? This finding contradicts a recent work suggesting that a layer-like structure of LiF stabilizes the SEI ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
3148,81,"E Sarasketa-Zabala, F Aguesse?€?",Understanding lithium inventory loss and sudden performance fade in cylindrical cells during cycling with deep-discharge steps,2015,The Journal of ?€?,ACS Publications,,16.2,27,3,5,"?€? electrolyte. Cell capacity loss was concluded to be dominated by SEI layer growth, which also led to a sharp power loss together with localized lithium plating on the negative electrode surface upon prolonged cycling. The graphite ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
3149,80,"Y Zhao, L Kuai, Y Liu, P Wang, H Arandiyan, S Cao?€?",Well-constructed single-layer molybdenum disulfide nanorose cross-linked by three dimensional-reduced graphene oxide network for superior water splitting ?€?,2015,Scientific reports,nature.com,HTML,16,11,7,5,?€? Published: 04 March 2015. Well-Constructed Single-Layer Molybdenum Disulfide Nanorose Cross-Linked by Three Dimensional-Reduced Graphene Oxide Network for Superior Water Splitting and Lithium Storage Property ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
