Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
311,An all‐organic non‐aqueous lithium‐ion redox flow battery,2012,Wiley Online Library,316,38.88,104,3,8
311,Recent Progress in Aqueous Lithium‐Ion Batteries,2012,Wiley Online Library,448,38.88,104,3,8
310,Electrolyte additives for lithium ion battery electrodes: progress and perspectives,2016,pubs.rsc.org,99,77.5,103,3,4
310,Cable‐type flexible lithium ion battery based on hollow multi‐helix electrodes,2012,Wiley Online Library,123,38.75,52,6,8
308,Understanding the Improved Electrochemical Performances of Fe-Substituted 5 V Spinel Cathode LiMn1.5Ni0.5O4,2009,ACS Publications,216,28,154,2,11
307,Dynamic electric behavior and open-circuit-voltage modeling of LiFePO4-based lithium ion secondary batteries,2011,Elsevier,743,34.11,154,2,9
305,Improved performance of the silicon anode for Li-ion batteries: understanding the surface modification mechanism of fluoroethylene carbonate as an effective …,2015,ACS Publications,154,61,61,5,5
304,"Dendrite‐Free, High‐Rate, Long‐Life Lithium Metal Batteries with a 3D Cross‐Linked Network Polymer Electrolyte",2017,Wiley Online Library,667,101.33,43,7,3
303,Watermelon‐inspired Si/C microspheres with hierarchical buffer structures for densely compacted lithium‐ion battery anodes,2017,Wiley Online Library,49,101,51,6,3
303,Graphene oxide‐based electrode inks for 3D‐printed lithium‐ion batteries,2016,Wiley Online Library,854,75.75,43,7,4
303,Watermelon‐inspired Si/C microspheres with hierarchical buffer structures for densely compacted lithium‐ion battery anodes,2017,Wiley Online Library,628,101,51,6,3
303,Aging mechanisms of LiFePO4 batteries deduced by electrochemical and structural analyses,2010,iopscience.iop.org,677,30.3,76,4,10
303,Polymer nanofiber-guided uniform lithium deposition for battery electrodes,2015,ACS Publications,734,60.6,38,8,5
302,Cu‐Si Nanocable Arrays as High‐Rate Anode Materials for Lithium‐Ion Batteries,2011,Wiley Online Library,724,33.56,50,6,9
301,High-performance germanium nanowire-based lithium-ion battery anodes extending over 1000 cycles through in situ formation of a continuous porous network,2014,ACS Publications,212,50.17,60,5,6
301,Direct calculation of Li-ion transport in the solid electrolyte interphase,2012,ACS Publications,592,37.63,43,7,8
300,Study on electrochemically deposited Mg metal,2011,Elsevier,293,33.33,300,1,9
299,Online estimation of internal resistance and open-circuit voltage of lithium-ion batteries in electric vehicles,2011,Elsevier,749,33.22,100,3,9
299,Structure-designed synthesis of FeS 2@ C yolk–shell nanoboxes as a high-performance anode for sodium-ion batteries,2017,pubs.rsc.org,729,99.67,50,6,3
297,Exfoliation of covalent organic frameworks into few-layer redox-active nanosheets as cathode materials for lithium-ion batteries,2017,ACS Publications,865,99,50,6,3
297,Manganese oxide/carbon yolk–shell nanorod anodes for high capacity lithium batteries,2015,ACS Publications,830,59.4,37,8,5
294,MOF-templated formation of porous CuO hollow octahedra for lithium-ion battery anode materials,2013,pubs.rsc.org,132,42,42,7,7
293,An Advanced MoS2/Carbon Anode for High‐Performance Sodium‐Ion Batteries,2015,Wiley Online Library,186,58.6,49,6,5
293,Self-Assembled Fe3O4 Nanoparticle Clusters as High-Performance Anodes for Lithium Ion Batteries via Geometric Confinement,2013,ACS Publications,637,41.86,37,8,7
292,Dynamic Structural Changes at LiMn2O4/Electrolyte Interface during Lithium Battery Reaction,2010,ACS Publications,159,29.2,58,5,10
292,Poly (dimethylsiloxane) thin film as a stable interfacial layer for high‐performance lithium‐metal battery anodes,2017,Wiley Online Library,184,97.33,49,6,3
291,Recent advances and remaining challenges for lithium ion battery cathodes,2016,iopscience.iop.org,53,72.75,58,5,4
291,Life cycle assessment of a lithium‐ion battery vehicle pack,2014,Wiley Online Library,69,48.5,97,3,6
291,Remaining useful life prediction of lithium-ion battery with unscented particle filter technique,2013,Elsevier,101,41.57,58,5,7
291,Implantable solid electrolyte interphase in lithium-metal batteries,2017,Elsevier,636,97,49,6,3
290,The failure mechanism of nano-sized Si-based negative electrodes for lithium ion batteries,2011,pubs.rsc.org,598,32.22,58,5,9
288,Mathematical model reformulation for lithium-ion battery simulations: Galvanostatic boundary conditions,2009,iopscience.iop.org,77,26.18,96,3,11
288,"Electrochemical and Structural Study of the Layered, “Li-Excess” Lithium-Ion Battery Electrode Material Li[Li1/9Ni1/3Mn5/9]O2",2009,ACS Publications,170,26.18,72,4,11
288,A comparison of preparation method on the electrochemical performance of cathode material Li [Li0. 2Mn0. 54Ni0. 13Co0. 13] O2 for lithium ion battery,2011,Elsevier,176,32,96,3,9
288,A comparison of preparation method on the electrochemical performance of cathode material Li [Li0. 2Mn0. 54Ni0. 13Co0. 13] O2 for lithium ion battery,2011,Elsevier,261,32,96,3,9
285,Elastic and wearable wire‐shaped lithium‐ion battery with high electrochemical performance,2014,Wiley Online Library,86,47.5,48,6,6
285,Flexible free-standing carbon nanotube films for model lithium-ion batteries,2009,Elsevier,774,25.91,48,6,11
284,Mathematical modeling of a lithium ion battery with thermal effects in COMSOL Inc. Multiphysics (MP) software,2011,Elsevier,107,31.56,142,2,9
284,A modularized charge equalizer for an HEV lithium-ion battery string,2009,ieeexplore.ieee.org,129,25.82,57,5,11
284,Health diagnosis and remaining useful life prognostics of lithium-ion batteries using data-driven methods,2013,Elsevier,792,40.57,71,4,7
282,Thermal runaway features of large format prismatic lithium ion battery using extended volume accelerating rate calorimetry,2014,Elsevier,128,47,40,7,6
281,Advanced titania nanostructures and composites for lithium ion battery,2012,Springer,103,35.13,47,6,8
281,Graphitized carbon fibers as multifunctional 3D current collectors for high areal capacity Li anodes,2017,Wiley Online Library,720,93.67,47,6,3
280,"Ultrathin SnO2 Nanosheets: Oriented Attachment Mechanism, Nonstoichiometric Defects, and Enhanced Lithium-Ion Battery Performances",2012,ACS Publications,167,35,56,5,8
280,Fabrication of 3D Hierarchical MoS2/Polyaniline and MoS2/C Architectures for Lithium-Ion Battery Applications,2014,ACS Publications,177,46.67,70,4,6
277,Lithium and lithium ion batteries for applications in microelectronic devices: A review,2015,Elsevier,895,55.4,46,6,5
276,Lithium ion battery anode aging mechanisms,2013,mdpi.com,46,39.43,138,2,7
276,Hierarchical Hollow Spheres of Fe2O3@Polyaniline for Lithium Ion Battery Anodes,2013,Wiley Online Library,105,39.43,55,5,7
276,A high tap density secondary silicon particle anode fabricated by scalable mechanical pressing for lithium-ion batteries,2015,pubs.rsc.org,691,55.2,39,7,5
274,Mesoporous CuO particles threaded with CNTs for high‐performance lithium‐ion battery anodes,2012,Wiley Online Library,126,34.25,55,5,8
274,Enhanced capacity and rate capability of nitrogen/oxygen dual‐doped hard carbon in capacitive potassium‐ion storage,2018,Wiley Online Library,991,137,39,7,2
273,Lithium-ion battery state of charge and critical surface charge estimation using an electrochemical model-based extended Kalman filter,2010,asmedigitalcollection.asme.org,161,27.3,137,2,10
273,Functional surface modifications of a high capacity layered Li [Li 0.2 Mn 0.54 Ni 0.13 Co 0.13] O 2 cathode,2010,pubs.rsc.org,193,27.3,137,2,10
273,High performance silicon nanoparticle anode in fluoroethylene carbonate-based electrolyte for Li-ion batteries,2012,pubs.rsc.org,652,34.13,55,5,8
273,Rechargeable batteries: challenges old and new,2012,Springer,949,34.13,273,1,8
272,Modeling of lithium-ion battery degradation for cell life assessment,2016,ieeexplore.ieee.org,67,68,54,5,4
272,Advanced high‐voltage aqueous lithium‐ion battery enabled by “water‐in‐bisalt” electrolyte,2016,Wiley Online Library,130,68,45,6,4
272,Advanced micro/nanostructures for lithium metal anodes,2017,Wiley Online Library,775,90.67,45,6,3
270,A modularized charge equalizer using a battery monitoring IC for series-connected Li-ion battery strings in electric vehicles,2012,ieeexplore.ieee.org,239,33.75,90,3,8
270,Review on solid electrolytes for all-solid-state lithium-ion batteries,2018,Elsevier,542,135,54,5,2
269,New lithium iron pyrophosphate as 3.5 V class cathode material for lithium ion battery,2010,ACS Publications,70,26.9,67,4,10
269,A dynamic lithium-ion battery model considering the effects of temperature and capacity fading,2009,ieeexplore.ieee.org,95,24.45,90,3,11
269,Solubility of lithium salts formed on the lithium-ion battery negative electrode surface in organic solvents,2009,iopscience.iop.org,104,24.45,54,5,11
267,Lithium-ion battery structure that self-heats at low temperatures,2016,nature.com,62,66.75,38,7,4
267,Excellent performance in lithium-ion battery anodes: rational synthesis of Co (CO3) 0.5 (OH) 0.11 H2O nanobelt array and its conversion into mesoporous and single …,2010,ACS Publications,154,26.7,67,4,10
267,A critical review of thermal management models and solutions of lithium-ion batteries for the development of pure electric vehicles,2016,Elsevier,727,66.75,67,4,4
267,Sb@ C coaxial nanotubes as a superior long-life and high-rate anode for sodium ion batteries,2016,pubs.rsc.org,858,66.75,67,4,4
266,CuO/Cu 2 O composite hollow polyhedrons fabricated from metal–organic framework templates for lithium-ion battery anodes with a long cycling life,2013,pubs.rsc.org,280,38,67,4,7
264,A Hierarchically Nanostructured Composite of MnO2/Conjugated Polymer/Graphene for High‐Performance Lithium Ion Batteries,2011,Wiley Online Library,876,29.33,53,5,9
264,Three-dimensional hierarchical ternary nanostructures for high-performance Li-ion battery anodes,2013,ACS Publications,280,37.71,53,5,7
264,Ultrathin MoS2 Nanosheets as Anode Materials for Sodium‐Ion Batteries with Superior Performance,2015,Wiley Online Library,755,52.8,88,3,5
262,Flexible and planar graphene conductive additives for lithium-ion batteries,2010,pubs.rsc.org,635,26.2,33,8,10
262,SnO2 Quantum Dots@Graphene Oxide as a High‐Rate and Long‐Life Anode Material for Lithium‐Ion Batteries,2016,Wiley Online Library,850,65.5,33,8,4
262,3D Porous γ‐Fe2O3@C Nanocomposite as High‐Performance Anode Material of Na‐Ion Batteries,2015,Wiley Online Library,968,52.4,44,6,5
261,MoS2 Nanosheets Vertically Grown on Graphene Sheets for Lithium-Ion Battery Anodes,2016,ACS Publications,31,65.25,37,7,4
261,Highly Improved Rate Capability for a Lithium‐Ion Battery Nano‐Li4Ti5O12 Negative Electrode via Carbon‐Coated Mesoporous Uniform Pores with a Simple Self …,2011,Wiley Online Library,334,29,52,5,9
261,Advanced mathematical methods of SOC and SOH estimation for lithium-ion batteries,2013,Elsevier,802,37.29,65,4,7
261,Free-Standing Layer-By-Layer Hybrid Thin Film of Graphene-MnO2 Nanotube as Anode for Lithium Ion Batteries,2011,ACS Publications,277,29,52,5,9
261,Three‐dimensionally “curved” NiO nanomembranes as ultrahigh rate capability anodes for Li‐ion batteries with long cycle lifetimes,2014,Wiley Online Library,698,43.5,44,6,6
260,A lithium anode protection guided highly-stable lithium–sulfur battery,2014,pubs.rsc.org,707,43.33,37,7,6
259,Recycling rechargeable lithium ion batteries: Critical analysis of natural resource savings,2010,Elsevier,584,25.9,65,4,10
258,Ultra‐Uniform SnOx/Carbon Nanohybrids toward Advanced Lithium‐Ion Battery Anodes,2014,Wiley Online Library,119,43,52,5,6
258,"Sn4+xP3 @ Amorphous Sn‐P Composites as Anodes for Sodium‐Ion Batteries with Low Cost, High Capacity, Long Life, and Superior Rate Capability",2014,Wiley Online Library,697,43,43,6,6
258,Ultra‐Uniform SnOx/Carbon Nanohybrids toward Advanced Lithium‐Ion Battery Anodes,2014,Wiley Online Library,747,43,52,5,6
257,Composite of a nonwoven fabric with poly (vinylidene fluoride) as a gel membrane of high safety for lithium ion battery,2013,pubs.rsc.org,224,36.71,43,6,7
255,A parametric study on thermal management of an air-cooled lithium-ion battery module for plug-in hybrid electric vehicles,2013,Elsevier,298,36.43,85,3,7
254,Memory effect in a lithium-ion battery,2013,nature.com,60,36.29,85,3,7
254,A commercial conducting polymer as both binder and conductive additive for silicon nanoparticle-based lithium-ion battery negative electrodes,2016,ACS Publications,243,63.5,42,6,4
254,Dendrite-free lithium deposition with self-aligned nanorod structure,2014,ACS Publications,143,42.33,42,6,6
253,Electrode/Electrolyte Interface Reactivity in High-Voltage Spinel LiMn1.6Ni0.4O4/Li4Ti5O12 Lithium-Ion Battery,2010,ACS Publications,218,25.3,51,5,10
251,Porous Fe2O3 Nanoframeworks Encapsulated within Three-Dimensional Graphene as High-Performance Flexible Anode for Lithium-Ion Battery,2017,ACS Publications,76,83.67,42,6,3
251,Hollow core–shell structured porous Si–C nanocomposites for Li-ion battery anodes,2012,pubs.rsc.org,989,31.38,42,6,8
250,The future of automotive lithium-ion battery recycling: Charting a sustainable course,2014,Elsevier,108,41.67,250,1,6
250,The formation and stability of the solid electrolyte interface on the graphite anode,2014,Elsevier,95,41.67,125,2,6
250,Sulfone-based electrolytes for high-voltage Li-ion batteries,2009,Elsevier,262,22.73,83,3,11
249,Evaluation and characterization of reduced graphene oxide nanosheets as anode materials for lithium-ion batteries,2013,electrochemsci.org,859,35.57,62,4,7
249,Nanoengineered Polypyrrole‐Coated Fe2O3@C Multifunctional Composites with an Improved Cycle Stability as Lithium‐Ion Anodes,2013,Wiley Online Library,865,35.57,42,6,7
248,On-board state of health monitoring of lithium-ion batteries using incremental capacity analysis with support vector regression,2013,Elsevier,803,35.43,62,4,7
